id,agencia,ano,id_agencia,nome_mecanismo_agencia,ementa,objetivo_participacao,tema,subtema,lei_1_depois_0_antes,data_convocacao,data_convocacao_ano,instrumento_participacao,data_contribuicao_inicio,data_contribuicao_fim,doc_convocacao_existe,doc_base_existe,rac_existe,rac_data,relatorio_sintese_existe,relatorio_sintese_data,produto_final_descricao,produto_final_data,produto_final_documento,atualizacao_data
ANTAQ_2018_Audiência Pública nº 06/2018_101,ANTAQ,2018,Audiência Pública nº 06/2018,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento da proposta de Plano de Dados Abertos da Agência Nacional de Transportes Aquaviários – ANTAQ.",Normas e regulamentos,Administração portuária,Infraestrutura,0,43276,2018,PNP,43278,43307,Disponível,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,N/D,43516
ANTAQ_2018_Audiência Pública nº 09/2018_104,ANTAQ,2018,Audiência Pública nº 09/2018,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento das minutas jurídicas e técnicas (edital de licitação, contrato de arrendamento, documentos técnicos e seus respectivos anexos), necessários à realização de certame licitatório referente ao arrendamento de terminal portuário dedicado à movimentação e armazenagem de veículos (cargas Ro-Ro), localizado no porto organizado de SUAPE, denominado SUA-01.",Normas e regulamentos,Administração portuária,Licitação,0,43315,2018,PP,43315,43388,Disponível,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,N/D,43517
ANTAQ_2018_Audiência Pública nº 10/2018_105,ANTAQ,2018,Audiência Pública nº 10/2018,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento das minutas jurídicas e técnicas (edital de licitação, contrato de arrendamento, documentos técnicos e seus respectivos anexos), necessários à realização de certame licitatório referente ao arrendamento de terminal portuário dedicado à movimentação e armazenagem de contêineres, localizado no porto organizado de SUAPE, denominado SUA-05.",Normas e regulamentos,Administração portuária,Licitação,0,43315,2018,PP,43315,43388,Disponível,Disponível,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,43517
ANTAQ_2018_Audiência Pública nº 11/2018_106,ANTAQ,2018,Audiência Pública nº 11/2018,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento da proposta de norma que dispõe sobre a Padronização das Demonstrações Contábeis dos Arrendatários.",Normas e regulamentos,Administração portuária,Infraestrutura,0,43347,2018,PP,43347,43376,Disponível,Disponível,N/D,N/D,Disponível,N/D,RESOLUÇÃO NORMATIVA Nº 28-ANTAQ,43496,Disponível,43517
ANTAQ_2018_Audiência Pública nº 12/2018_107,ANTAQ,2018,Audiência Pública nº 12/2018,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento da proposta de norma que dispõe sobre a Estrutura Tarifária Padronizada das Administrações Portuárias e Procedimentos para Reajuste e Revisão de Tarifas.",Normas e regulamentos,Administração portuária,Infraestrutura,0,43374,2018,PP,43375,43404,Disponível,Disponível,N/D,N/D,Disponível,N/D,RESOLUÇÃO NORMATIVA Nº 32-ANTAQ,43552,Disponível,43517
ANTAQ_2018_Audiência Pública nº 13/2018_108,ANTAQ,2018,Audiência Pública nº 13/2018,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento da proposta de norma que dispõe sobre a participação social nas decisões da Agência Nacional de Transportes Aquaviários – ANTAQ por meio de Audiências Públicas, Consultas Públicas, Reuniões Participativas, Tomadas de Subsídio e Consultas Internas.",Normas e regulamentos,Administração portuária,Infraestrutura,0,43395,2018,PP,43395,43424,Disponível,Disponível,N/D,N/D,N/D,N/D,RESOLUÇÃO NORMATIVA Nº 33-ANTAQ,43686,Disponível,43517
ANTAQ_2018_Audiência Pública nº 14/2018_109,ANTAQ,2018,Audiência Pública nº 14/2018,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento da proposta de norma que regulamenta o Cadastramento de Usuário Externo, o Peticionamento e a Intimação Eletrônicos no âmbito da Agência Nacional de Transportes Aquaviários – ANTAQ.",Normas e regulamentos,Administração e planejamento,Infraestrutura,0,43444,2018,PNP,43444,43473,Disponível,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,N/D,43517
ANTAQ_2018_Audiência Pública nº 15/2018_110,ANTAQ,2018,Audiência Pública nº 15/2018,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento da proposta de norma que estabelece a obrigatoriedade de prestação de informações para alimentação do Sistema de Desempenho da Navegação – SDN (módulo de Apoio Portuário), da Agência Nacional de Transportes Aquaviários – ANTAQ.",Normas e regulamentos,Apoio portuário,N/A,0,43461,2018,PP,43461,43490,Disponível,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,N/D,43517
ANTAQ_2019_Audiência Pública nº 01/2019_111,ANTAQ,2019,Audiência Pública nº 01/2019,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento da proposta de alteração da norma que disciplina a prestação de serviços de retirada de resíduos de embarcações em áreas e águas sob jurisdição brasileira, especificamente quanto ao estabelecimento de procedimentos simplificados para as instalações de apoio ao transporte aquaviário incluídas posteriormente ao escopo normativo, bem como para as Instalações Portuárias de Pequeno Porte - IP4.",Normas e regulamentos,Apoio portuário,N/A,0,43532,2019,PNP,43532,43542,Disponível,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,N/D,44909
ANTAQ_2019_Audiência pública nº 02/2019_112,ANTAQ,2019,Audiência pública nº 02/2019,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento da proposta de norma que dispõe sobre o Sistema de Outorga Eletrônica (SOE) e institui os procedimentos para Requerimento Eletrônico de Outorga de Autorização.",Normas e regulamentos,Administração e planejamento,N/A,0,43549,2019,PP e PNP,43549,43578,Disponível,Disponível,Disponível,43606,N/D,N/D,RESOLUÇÃO NORMATIVA Nº 38-ANTAQ,43726,Disponível,44909
ANTAQ_2019_Audiência Pública nº 03/2019_113,ANTAQ,2019,Audiência Pública nº 03/2019,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento da proposta de norma que regula a ocupação de áreas portuárias e a exploração de infraestruturas portuárias sob gestão da Administração do Porto, no âmbito dos portos organizados.",Normas e regulamentos,Administração portuária,N/A,0,43558,2019,PP e PNP,43558,43609,Disponível,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,N/D,44909
ANTAQ_2019_Audiência Pública nº 04/2019_114,ANTAQ,2019,Audiência Pública nº 04/2019,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento da proposta de norma que estabelece critérios e procedimentos para a autorização para prestação de serviços de transporte privado de pessoas, veículos e cargas, na navegação interior de travessia.
",Normas e regulamentos,Navegação interior,N/A,0,43598,2019,PP e PNP,43598,43627,Disponível,Disponível,N/D,N/D,N/D,N/D,RESOLUÇÃO Nº 7753-ANTAQ,43963,Disponível,44909
ANTAQ_2019_Audiência Pública nº 05/2019_115,ANTAQ,2019,Audiência Pública nº 05/2019,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento da proposta de metodologia de análise de reajuste e abusividade de preços dos terminais portuários autorizados e arrendados.",Atos e contratos,Administração portuária,N/A,0,43619,2019,PP e PNP,43619,43633,Disponível,N/D,Disponível,N/D,N/D,N/D,N/D,N/D,N/D,44909
ANTAQ_2019_Audiência Pública nº 06/2019_116,ANTAQ,2019,Audiência Pública nº 06/2019,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento das minutas jurídicas e técnicas (edital de licitação, contrato de arrendamento, documentos técnicos e seus respectivos anexos), necessários à realização de certames licitatórios referentes aos arrendamentos abaixo elencados:

I - Terminal portuário destinado à movimentação e armazenagem de granéis líquidos combustíveis, localizado no porto organizado de Itaqui/MA, denominado IQI03;

II - Terminal portuário destinado à movimentação e armazenagem de granéis líquidos combustíveis, localizado no porto organizado de Itaqui/MA, denominado IQI11;

III - Terminal portuário destinado à movimentação e armazenagem de granéis líquidos combustíveis, localizado no porto organizado de Itaqui/MA, denominado IQI12; e

IV - Terminal portuário destinado à movimentação e armazenagem de granéis líquidos combustíveis, localizado no porto organizado de Itaqui/MA, denominado IQI13;",Atos e contratos,Administração portuária,N/A,0,43647,2019,PP e PNP,43647,43677,Disponível,Disponível,Disponível,43708,N/D,N/D,N/D,N/D,N/D,44909
ANTAQ_2019_Audiência Pública nº 07/2019_117,ANTAQ,2019,Audiência Pública nº 07/2019,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento da proposta de alteração da Resolução Normativa nº 01-ANTAQ, de 13 de fevereiro de 2015.",Normas e regulamentos,Apoio marítimo,N/A,0,43686,2019,PP e PNP,43706,43767,Disponível,Disponível,N/D,N/D,Disponível,43768,N/D,N/D,N/D,44909
ANTAQ_2019_Audiência Pública nº 08/2019_118,ANTAQ,2019,Audiência Pública nº 08/2019,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento da proposta de norma que tem por objeto a edição de resolução normativa regulando a elaboração da versão simplificada dos estudos prévios mencionados no art. 6º, §1º, inciso IV do Decreto nº 8.033, de 27 de junho de 2013, com a redação dada pelo Decreto nº 9.048, de 10 de maio de 2017.
",Normas e regulamentos,Administração portuária,N/A,0,43710,2019,PP e PNP,43710,43754,Disponível,Disponível,Disponível,N/D,Disponível,43767,N/D,N/D,N/D,44909
ANTAQ_2019_Audiência Pública nº 09/2019_119,ANTAQ,2019,Audiência Pública nº 09/2019,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento das minutas jurídicas e técnicas (edital de licitação, contrato de arrendamento, documentos técnicos e seus respectivos anexos), necessários à realização de certame licitatório referentes aos arrendamentos abaixo elencados:

I - Terminal portuário destinado à movimentação e armazenagem de celulose, localizado no porto organizado de Santos, denominado STS14;

II - Terminal portuário destinado à movimentação e armazenagem de celulose, localizado no porto organizado de Santos, denominado STS14A;",Atos e contratos,Administração portuária,N/A,0,43719,2019,PP e PNP,43719,43770,Disponível,Disponível,Disponível,43812,N/D,N/D,N/D,N/D,N/D,44909
ANTAQ_2019_Audiência Pública nº 10/2019_120,ANTAQ,2019,Audiência Pública nº 10/2019,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento da proposta de norma que estabelece os procedimentos e critérios para o afretamento de embarcação na navegação interior.",Normas e regulamentos,Navegação interior,N/A,0,43728,2019,PP e PNP,43728,43773,Disponível,Disponível,N/D,N/D,Disponível,43776,N/D,N/D,N/D,44909
ANTAQ_2019_Audiência Pública nº 13/2019_123,ANTAQ,2019,Audiência Pública nº 13/2019,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento da proposta de alteração da Resolução Normativa nº 01-ANTAQ e da Resolução nº 1.811-ANTAQ, com vistas a regulamentar o afretamento de embarcações na navegação de Apoio Marítimo por interessados que não sejam autorizados na qualidade de Empresas Brasileiras de Navegação - EBNs.
",Normas e regulamentos,Apoio marítimo,Afretamento,1,43747,2019,PP e PNP,43747,43791,Disponível,Disponível,N/D,N/D,Disponível,43794,N/D,N/D,N/D,44909
ANTAQ_2019_Audiência Pública nº 12/2019_122,ANTAQ,2019,Audiência Pública nº 12/2019,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento da proposta de alteração da Resolução Normativa nº 01-ANTAQ, com vistas a regulamentar o afretamento de embarcações estrangeiras por tempo em substituição a embarcações com docagem obrigatória programada.",Normas e regulamentos,Navegação de cabotagem,Afretamento,1,43747,2019,PP e PNP,43747,43791,Disponível,Disponível,N/D,N/D,Disponível,43794,N/D,N/D,N/D,44909
ANTAQ_2019_Audiência Pública nº 11/2019_121,ANTAQ,2019,Audiência Pública nº 11/2019,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento da proposta de modelagem para a definição do Custo Médio Ponderado de Capital - WACC aplicado ao setor portuário, diferenciado por natureza de carga.",Atos e contratos,Administração portuária,N/A,1,43760,2019,PP e PNP,43760,43836,Disponível,Disponível,N/D,N/D,Disponível,44044,N/D,N/D,N/D,44909
ANTAQ_2019_Audiência Pública nº 14/2019_124,ANTAQ,2019,Audiência Pública nº 14/2019,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento da proposta de alteração da Resolução Normativa nº 18-ANTAQ, que dispõe sobre os direitos e deveres dos usuários, dos agentes intermediários e das empresas que operam nas navegações de Apoio Marítimo, Apoio Portuário, Cabotagem e no Longo Curso.",Normas e regulamentos,Usuários,N/A,1,43788,2019,PP e PNP,43788,43832,Disponível,Disponível,N/D,N/D,Disponível,43833,N/D,N/D,N/D,44909
ANTAQ_2019_Audiência Pública nº 16/2019_126,ANTAQ,2019,Audiência Pública nº 16/2019,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento dos documentos técnicos e jurídicos relativos à realização de certame licitatório referente ao arrendamento de terminal portuário destinado à movimentação e armazenagem de granéis sólidos minerais, localizado no porto organizado de Aratu/BA, denominado ATU12.",Atos e contratos,Administração portuária,N/A,1,43808,2019,PNP,43808,43852,Disponível,Disponível,Disponível,43872,Disponível,43853,N/D,N/D,N/D,44909
ANTAQ_2019_Audiência Pública nº 15/2019_125,ANTAQ,2019,Audiência Pública nº 15/2019,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento da proposta de alteração da Resolução Normativa nº 05-ANTAQ, que estabelece critérios e procedimentos para a outorga de autorização à pessoa jurídica, constituída nos termos da legislação brasileira e com sede e administração no País, que tenha por objeto operar nas navegações de apoio marítimo, apoio portuário, cabotagem ou longo curso.",Normas e regulamentos,Apoio marítimo; Apoio portuário; Navegação de cabotagem; Navegação de longo curso,N/A,1,43808,2019,PP e PNP,43808,43852,Disponível,Disponível,N/D,N/D,Disponível,43853,N/D,N/D,N/D,44909
ANTAQ_2019_Audiência Pública nº 17/2019_127,ANTAQ,2019,Audiência Pública nº 17/2019,Audiência Pública,"Obter contribuições, subsídios e sugestões para o aprimoramento dos documentos técnicos e jurídicos relativos à realização de certame licitatório referente ao arrendamento de terminal portuário destinado à movimentação e armazenagem de granéis sólidos vegetais, localizado no porto organizado de Aratu, denominado ATU18.",Atos e contratos,Administração portuária,N/A,1,43822,2019,PNP,43822,43866,Disponível,Disponível,Disponível,43872,N/D,N/D,N/D,N/D,N/D,44909
